Spectrum	Date	Time	Acetylene (1000) 191C	Benzene  191c	C4F6 150C	CF4 Low 150C	CH4 (250) 191C (1of2)	CO (500) 191C (1of2)	CO2 ppm 191c	Desflurane 150c	Ethane (500) 191C	Ethylene (100,3000) 191C	H2O% (40) 191C	HCl ppm (100) 191C	HEXAFLUOROETHANE 150C	HEXAFLUOROPROPYLENE 150C	HF ppm (10) 191C	Isoflurane 150c	N2O (100,200,300) 191C	NO (350,3000) 191C	Propane (100) 191C	TRIFLUOROMETHANE 150C	Temp (C)	Pressure (Atm)	NO2 wet	CO wet	CH4 wet	NH3 wet	NOx wet	CO dry	CO2% dry	NO dry	NO2 dry	NOx dry	HC (C3)	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
2020 HEATING NEW PTFE LINE_0742.LAB	11/19/2020	15:38:15.010	0.340204	0.206125	-0.108374	0.000893	0.139992	0.331795	-1.067439	0.012521	-0.016687	0.065043	0.004266	-0.078118	-0.004110	-0.048231	-0.067366	-0.027388	0.043082	-0.209302	0.166353	0.008340	192.139801	1.000293	0.206125	-0.078118	0.043082	0.139992	0.546329	-0.078128	0.004266	0.340247	0.206151	0.546397	0.055602	3.392160	6.642880	83.832901	8.750332	-5.452747	0.000000	1133.376831	0.000865	1043.181152	0.866803
2020 HEATING NEW PTFE LINE_0743.LAB	11/19/2020	15:38:18.978	-0.200802	2.234514	-0.028505	0.001705	0.048313	-0.137918	2.121684	0.007568	0.392144	-0.115354	0.003952	-0.097573	0.002154	-0.054724	0.005876	0.013515	0.092548	-0.159477	0.296266	-0.002475	192.165237	1.000374	2.234514	-0.097573	0.092548	0.048313	2.033712	-0.097581	0.003953	-0.200817	2.234684	2.033866	0.177183	3.391172	6.642691	83.593155	8.750332	-5.450550	0.000000	1133.375488	0.000804	1078.287109	0.865667
2020 HEATING NEW PTFE LINE_0744.LAB	11/19/2020	15:38:22.899	0.535365	-1.311803	-0.004697	0.000050	-0.039903	0.069305	-0.804362	-0.013518	-0.284078	0.044689	0.001795	0.009376	0.003882	0.017061	0.006877	0.001694	-0.029359	-0.327320	0.304625	0.000798	192.165237	1.000374	-1.311803	0.009376	-0.029359	-0.039903	-0.776438	0.009375	0.001795	0.535292	-1.311625	-0.776333	0.166848	3.391376	6.642824	83.353401	8.739945	-5.450550	0.000000	1133.374268	0.000207	931.721497	0.867230
2020 HEATING NEW PTFE LINE_0745.LAB	11/19/2020	15:38:26.840	0.694097	0.888498	-0.064767	0.000369	0.052139	0.128824	-0.686835	-0.017994	0.149314	-0.052242	0.005684	-0.045038	-0.004138	-0.010300	-0.001134	0.000549	-0.031435	0.111764	0.635165	0.004215	192.029572	1.000079	0.888498	-0.045038	-0.031435	0.052139	1.582594	-0.045029	0.005683	0.693972	0.888338	1.582310	0.391800	3.393193	6.642861	83.273483	8.739945	-5.441758	0.000000	1133.374512	0.000264	1054.482788	0.867165
2020 HEATING NEW PTFE LINE_0746.LAB	11/19/2020	15:38:30.711	0.515552	-0.390203	-0.126367	0.001728	-0.076638	-0.361450	-0.460036	-0.003077	0.192276	-0.042933	0.011935	-0.030999	0.011501	-0.032402	0.028509	-0.005188	0.000749	0.185496	0.217250	0.002855	192.114365	1.000374	-0.390203	-0.030999	0.000749	-0.076638	0.125349	-0.030998	0.011935	0.515536	-0.390191	0.125345	0.100815	3.393723	6.643033	83.832901	8.691477	-5.441758	0.000000	1133.375366	0.000838	1012.849304	0.866303
2020 HEATING NEW PTFE LINE_0747.LAB	11/19/2020	15:38:34.954	-0.036415	1.016179	-0.034766	-0.002282	0.047770	0.066402	1.449579	0.006410	0.489464	0.013996	-0.002660	-0.097672	0.007416	-0.044474	0.005711	-0.016758	0.065896	-0.098014	0.174189	0.000514	192.139801	1.000454	1.016179	-0.097672	0.065896	0.047770	0.979764	-0.097678	-0.002660	-0.036417	1.016244	0.979827	0.083663	3.391665	6.642268	84.592117	8.691477	-5.437363	0.000000	1133.374146	0.000499	1188.835449	0.866363
2020 HEATING NEW PTFE LINE_0748.LAB	11/19/2020	15:38:38.596	0.042096	-0.636657	-0.015936	0.002158	0.111796	-0.102358	0.581295	-0.005007	0.140326	0.078982	0.005889	-0.086354	0.002979	-0.013702	-0.019098	-0.006771	-0.026379	0.008997	0.162444	0.004245	192.165237	1.000293	-0.636657	-0.086354	-0.026379	0.111796	-0.594561	-0.086350	0.005888	0.042094	-0.636626	-0.594532	0.054562	3.390504	6.642036	84.352364	8.684552	-5.437363	0.000000	1133.374023	0.000545	1337.006226	0.865908
2020 HEATING NEW PTFE LINE_0749.LAB	11/19/2020	15:38:42.581	0.103347	1.184129	-0.058378	-0.001240	0.108610	0.169852	-0.567999	-0.002466	-0.159419	-0.019958	0.006048	-0.080080	0.009563	-0.047060	-0.019654	0.001959	0.110032	-0.220393	0.349979	-0.002050	192.114365	1.000213	1.184129	-0.080080	0.110032	0.108610	1.287475	-0.080078	0.006048	0.103344	1.184100	1.287444	0.214986	3.391607	6.642531	83.193565	8.684552	-5.426373	0.000000	1133.373657	0.000580	989.632263	0.865808
2020 HEATING NEW PTFE LINE_0750.LAB	11/19/2020	15:38:46.402	0.215842	-0.143030	-0.059926	0.000009	-0.085285	0.080489	-0.591680	-0.000069	0.054397	-0.054246	0.002078	0.079684	-0.000992	0.002169	0.021503	-0.006466	-0.067434	0.105300	0.311937	0.001747	192.097412	1.000401	-0.143030	0.079684	-0.067434	-0.085285	0.072812	0.079684	0.002078	0.215842	-0.143030	0.072812	0.151933	3.395318	6.643194	83.832901	8.684552	-5.426373	0.000000	1133.373535	0.000470	1077.182373	0.866186
2020 HEATING NEW PTFE LINE_0751.LAB	11/19/2020	15:38:50.654	0.045957	0.164240	-0.016152	-0.000008	-0.000286	0.287019	1.472160	0.003152	-0.358210	-0.034183	0.009565	-0.074907	0.012183	-0.054126	-0.084144	0.016282	0.053751	-0.348798	0.308708	-0.001093	192.139801	1.000454	0.164240	-0.074907	0.053751	-0.000286	0.210197	-0.074909	0.009565	0.045958	0.164245	0.210203	0.156958	3.397760	6.643662	84.592117	8.729559	-5.419780	0.000000	1133.372192	0.000390	962.355774	0.866876
2020 HEATING NEW PTFE LINE_0752.LAB	11/19/2020	15:38:54.330	-0.355548	0.849706	-0.019311	0.002724	-0.014477	-0.214639	0.151074	0.013310	0.033919	0.013176	-0.003483	-0.030162	0.008671	-0.035180	0.045245	-0.010452	0.070982	-0.387228	-0.091341	-0.002598	192.139801	1.000293	0.849706	-0.030162	0.070982	-0.014477	0.494158	-0.030166	-0.003484	-0.355595	0.849819	0.494224	-0.005760	3.399158	6.643800	84.272446	8.729559	-5.419780	0.000000	1133.372314	0.000403	697.286438	0.867390
2020 HEATING NEW PTFE LINE_0753.LAB	11/19/2020	15:38:58.507	0.130147	-0.011640	-0.093805	0.003067	0.071656	0.399885	0.537323	0.013187	-0.060107	-0.083500	0.009088	0.106619	0.004292	-0.011675	-0.038115	-0.020318	0.072135	-0.069115	0.258266	0.002108	192.139801	1.000535	-0.011640	0.106619	0.072135	0.071656	0.118507	0.106634	0.009090	0.130164	-0.011642	0.118523	0.143096	3.397482	6.643520	84.672035	8.677629	-5.410989	0.000000	1133.372437	0.000664	769.187317	0.867035
2020 HEATING NEW PTFE LINE_0754.LAB	11/19/2020	15:39:02.146	0.374416	1.761226	0.000158	-0.002776	0.030534	0.292694	-0.242359	-0.007991	-0.135815	0.002090	-0.008375	-0.159368	0.001626	-0.026715	0.085445	-0.011514	-0.022862	-0.198531	0.524785	0.006535	192.165237	1.000374	1.761226	-0.159368	-0.022862	0.030534	2.135642	-0.159355	-0.008374	0.374386	1.761085	2.135471	0.328361	3.395142	6.642320	84.711990	8.677629	-5.410989	0.000000	1133.370728	0.000444	1474.089844	0.866606
2020 HEATING NEW PTFE LINE_0755.LAB	11/19/2020	15:39:06.028	0.205382	1.041793	-0.026108	0.001266	-0.061022	-0.087333	-0.618416	0.009178	0.271579	-0.009629	-0.002148	0.048687	-0.005200	-0.033277	0.022704	-0.012101	-0.095089	-0.308979	-0.038000	-0.002193	192.165237	1.000401	1.041793	0.048687	-0.095089	-0.061022	1.247175	0.048691	-0.002149	0.205401	1.041888	1.247289	-0.060018	3.391585	6.641651	83.752983	8.663780	-5.410989	0.000000	1133.371216	0.000617	1080.702881	0.866393
2020 HEATING NEW PTFE LINE_0756.LAB	11/19/2020	15:39:10.276	-0.015102	0.745724	-0.034180	0.002417	-0.006562	0.114805	-0.741128	-0.005965	0.351971	0.038308	0.011276	-0.133693	-0.004796	-0.032741	-0.022876	-0.000083	-0.127666	-0.050787	0.260326	0.003362	192.165237	1.000454	0.745724	-0.133693	-0.127666	-0.006562	0.730621	-0.133685	0.011275	-0.015102	0.745679	0.730578	0.071814	3.390317	6.641896	84.592117	8.663780	-5.402198	0.000000	1133.370483	0.000199	914.223328	0.865446
2020 HEATING NEW PTFE LINE_0757.LAB	11/19/2020	15:39:13.940	0.151302	0.667803	-0.169455	0.000057	0.124217	-0.087720	0.159579	-0.010986	0.207696	0.019852	0.009778	-0.215983	-0.000119	-0.030953	0.040844	-0.013052	-0.013707	0.155669	0.098693	0.009047	192.216110	1.000293	0.667803	-0.215983	-0.013707	0.124217	0.819105	-0.215960	0.009777	0.151285	0.667730	0.819015	0.032088	3.390947	6.641560	84.592117	8.625698	-5.402198	0.000000	1133.371216	0.000450	1101.906738	0.866151
2020 HEATING NEW PTFE LINE_0758.LAB	11/19/2020	15:39:17.840	0.064517	-0.309561	0.054123	-0.003974	-0.123818	-0.195917	0.310397	-0.027638	0.221858	-0.069538	-0.003162	-0.044493	0.001009	0.010356	-0.014735	-0.010916	-0.033922	0.147241	-0.170741	0.000553	192.165237	1.000374	-0.309561	-0.044493	-0.033922	-0.123818	-0.245045	-0.044481	-0.003162	0.064499	-0.309476	-0.244977	-0.047721	3.394175	6.642542	83.713028	8.625698	-5.402198	0.000000	1133.370483	0.000530	1408.407959	0.866450
2020 HEATING NEW PTFE LINE_0759.LAB	11/19/2020	15:39:21.912	0.143256	-0.746350	0.002942	0.003942	-0.008286	-0.090235	-0.577418	-0.020161	-0.131748	0.004097	0.005480	-0.010430	0.006185	-0.028264	-0.052838	-0.012261	0.032274	-0.042088	0.181718	-0.000398	192.165237	1.000213	-0.746350	-0.010430	0.032274	-0.008286	-0.603093	-0.010428	0.005479	0.143228	-0.746199	-0.602972	0.071447	3.396532	6.642993	83.673073	8.629160	-5.400000	0.000000	1133.370361	0.000345	1027.317993	0.866851
2020 HEATING NEW PTFE LINE_0760.LAB	11/19/2020	15:39:25.644	-0.312155	1.019442	-0.004906	0.002470	0.041282	0.127957	-2.107369	0.015830	-0.259621	0.082481	-0.001633	-0.175559	0.013290	-0.019281	-0.062928	-0.007179	0.065071	-0.262797	0.070891	0.005583	192.097412	1.000293	1.019442	-0.175559	0.065071	0.041282	0.707287	-0.175587	-0.001633	-0.312205	1.019604	0.707399	0.030999	3.397866	6.642653	83.553192	8.629160	-5.395605	0.000000	1133.369263	0.000468	1320.026978	0.866513
2020 HEATING NEW PTFE LINE_0761.LAB	11/19/2020	15:39:29.573	0.220851	-0.496845	-0.057675	-0.002038	0.076584	0.057403	-0.371245	-0.020227	0.332406	-0.068117	0.003035	-0.097045	0.001313	-0.001106	-0.009098	-0.003172	-0.093230	-0.033221	-0.027996	0.003086	192.165237	1.000293	-0.496845	-0.097045	-0.093230	0.076584	-0.275994	-0.097026	0.003035	0.220806	-0.496745	-0.275939	-0.045141	3.396388	6.642390	83.513237	8.629160	-5.395605	0.000000	1133.369995	0.000270	884.772766	0.866736
2020 HEATING NEW PTFE LINE_0762.LAB	11/19/2020	15:39:33.835	0.398068	0.413543	-0.021937	0.002654	0.048002	0.060197	0.021804	-0.016170	0.016993	-0.111276	0.003698	-0.019191	-0.006784	-0.015627	0.091038	-0.004165	0.030505	-0.035243	0.450585	-0.007746	192.190674	1.000213	0.413543	-0.019191	0.030505	0.048002	0.811610	-0.019188	0.003697	0.398003	0.413476	0.811479	0.296599	3.393766	6.641476	84.552155	8.694939	-5.395605	0.000000	1133.369141	0.000618	929.154663	0.865928
2020 HEATING NEW PTFE LINE_0763.LAB	11/19/2020	15:39:37.472	0.191034	-0.218665	-0.011725	0.003628	-0.093342	0.067804	-1.108953	0.004578	-0.062484	-0.008412	0.006911	-0.001885	-0.003605	0.022177	-0.015365	-0.002128	-0.071356	0.180347	0.441621	0.000739	192.139801	1.000374	-0.218665	-0.001885	-0.071356	-0.093342	-0.027632	-0.001885	0.006911	0.191042	-0.218675	-0.027633	0.246514	3.391380	6.641786	83.752983	8.694939	-5.395605	0.000000	1133.369995	0.000297	1226.489990	0.866269
2020 HEATING NEW PTFE LINE_0764.LAB	11/19/2020	15:39:41.384	0.220771	-0.439049	-0.035093	0.000231	-0.010297	0.564215	-0.236298	0.000113	-0.073387	-0.073484	0.000416	-0.107300	0.012900	0.001587	0.055597	-0.014017	0.058171	-0.165820	0.252277	0.002573	192.190674	1.000293	-0.439049	-0.107300	0.058171	-0.010297	-0.218278	-0.107300	0.000416	0.220772	-0.439050	-0.218278	0.164136	3.392209	6.640881	83.593155	8.705325	-5.395605	0.000000	1133.369629	0.000642	1004.942993	0.865402
2020 HEATING NEW PTFE LINE_0765.LAB	11/19/2020	15:39:45.460	-0.009642	1.233434	-0.060141	-0.005279	0.140765	-0.035801	1.095242	0.002471	-0.191692	-0.077532	0.007507	-0.022470	0.010068	-0.045486	-0.018564	-0.017814	0.050574	-0.065608	0.465580	-0.000828	192.165237	1.000293	1.233434	-0.022470	0.050574	0.140765	1.223792	-0.022470	0.007507	-0.009642	1.233464	1.223823	0.272493	3.395701	6.642530	84.312408	8.705325	-5.404396	0.000000	1133.369019	0.000532	1133.284912	0.865899
2020 HEATING NEW PTFE LINE_0766.LAB	11/19/2020	15:39:49.190	0.022283	-0.473748	-0.025001	-0.001666	-0.055953	0.315951	0.062982	-0.011595	0.072181	0.040326	0.004670	-0.001751	0.010958	-0.012373	-0.017090	-0.007360	-0.005551	-0.098376	0.059964	0.001965	192.199158	1.000293	-0.473748	-0.001751	-0.005551	-0.055953	-0.451465	-0.001751	0.004669	0.022280	-0.473693	-0.451413	0.010052	3.398453	6.642907	84.512199	8.719173	-5.404396	0.000000	1133.370850	0.000259	1105.107178	0.867291
2020 HEATING NEW PTFE LINE_0767.LAB	11/19/2020	15:39:53.438	0.147150	0.678682	-0.051976	-0.000447	0.009423	0.162163	-0.079292	0.011023	-0.055450	0.100996	0.003800	-0.135767	0.008954	-0.011306	-0.021180	-0.012695	-0.040348	-0.270771	0.399969	0.001184	192.165237	1.000535	0.678682	-0.135767	-0.040348	0.009423	0.825831	-0.135782	0.003800	0.147166	0.678757	0.825922	0.206912	3.398643	6.642831	84.552155	8.719173	-5.408791	0.000000	1133.370361	0.000347	945.868896	0.866501
2020 HEATING NEW PTFE LINE_0768.LAB	11/19/2020	15:39:57.369	0.207904	0.142860	0.037138	-0.002720	0.113674	0.027766	0.373437	-0.010975	-0.069204	-0.004795	-0.000534	-0.073841	0.006346	0.022930	0.002780	-0.012099	-0.017399	0.014109	0.191229	0.004456	192.165237	1.000133	0.142860	-0.073841	-0.017399	0.113674	0.350764	-0.073833	-0.000534	0.207881	0.142844	0.350725	0.095942	3.396420	6.642489	84.632072	8.698400	-5.408791	0.000000	1133.370483	0.000174	1436.734375	0.867401
2020 HEATING NEW PTFE LINE_0769.LAB	11/19/2020	15:40:01.006	0.039194	1.990609	-0.052058	-0.002328	0.065505	0.128125	1.229816	-0.015156	0.212454	0.058762	0.006883	0.005947	-0.004228	-0.046040	-0.048324	0.002424	0.078885	-0.235099	0.424216	0.002560	192.165237	1.000454	1.990609	0.005947	0.078885	0.065505	2.029803	0.005946	0.006882	0.039188	1.990307	2.029495	0.254330	3.393741	6.641476	84.592117	8.698400	-5.408791	0.000000	1133.370117	0.000538	1016.053833	0.866362
2020 HEATING NEW PTFE LINE_0770.LAB	11/19/2020	15:40:05.187	0.631500	1.400798	-0.089622	0.001226	0.090389	0.211381	0.279219	-0.029482	0.165007	0.140067	-0.001886	-0.156180	-0.003904	0.031880	-0.013786	0.000259	-0.019281	-0.306688	0.327347	-0.008466	192.165237	1.000535	1.400798	-0.156180	-0.019281	0.090389	2.032298	-0.156134	-0.001886	0.631314	1.400385	2.031699	0.185730	3.391601	6.641552	84.312408	8.743407	-5.415385	0.000000	1133.369751	0.000583	1035.304687	0.865445
2020 HEATING NEW PTFE LINE_0771.LAB	11/19/2020	15:40:08.834	0.433848	-0.138694	-0.030811	0.001493	-0.001038	0.016840	-1.477700	-0.001343	0.437670	-0.071603	-0.001176	-0.155068	0.004159	0.019521	0.005467	-0.000118	0.002012	0.164855	0.170363	0.001857	192.165237	1.000508	-0.138694	-0.155068	0.002012	-0.001038	0.295154	-0.155066	-0.001176	0.433842	-0.138692	0.295150	0.092028	3.393049	6.641743	84.552155	8.743407	-5.415385	0.000000	1133.370483	0.000424	1220.522583	0.865479
2020 HEATING NEW PTFE LINE_0772.LAB	11/19/2020	15:40:12.734	0.222703	0.176972	-0.036780	0.001210	0.112652	-0.251720	0.917835	-0.008904	0.050859	-0.010101	-0.001617	-0.044290	0.007124	-0.027951	0.052561	-0.007397	0.103475	-0.123589	0.062051	0.002141	192.088928	1.000454	0.176972	-0.044290	0.103475	0.112652	0.399675	-0.044286	-0.001616	0.222684	0.176956	0.399639	0.061390	3.395857	6.642535	83.952782	8.743407	-5.421978	0.000000	1133.369629	0.000212	886.804016	0.866323
2020 HEATING NEW PTFE LINE_0773.LAB	11/19/2020	15:40:16.702	0.006338	-1.574147	-0.001205	-0.002501	0.074243	-0.000181	-0.651013	0.009064	-0.017142	-0.056975	-0.001231	0.030869	0.005018	-0.015233	-0.016308	-0.007613	-0.025290	-0.070395	0.269345	0.003522	192.139801	1.000293	-1.574147	0.030869	-0.025290	0.074243	-1.567808	0.030872	-0.001231	0.006339	-1.574289	-1.567950	0.121803	3.396968	6.642597	84.312408	8.691477	-5.421978	0.000000	1133.370361	0.000571	742.074219	0.867028
2020 HEATING NEW PTFE LINE_0774.LAB	11/19/2020	15:40:20.946	-0.094243	1.364338	-0.023726	0.000007	-0.012796	0.065974	-1.205002	-0.005242	-0.258948	-0.045671	0.004736	0.150401	0.007956	0.043404	0.073847	-0.004602	-0.161622	0.076112	0.375772	0.002882	192.114365	1.000213	1.364338	0.150401	-0.161622	-0.012796	1.270096	0.150393	0.004736	-0.094238	1.364267	1.270029	0.200270	3.395972	6.641641	84.592117	8.691477	-5.426373	0.000000	1133.369263	0.000350	952.547424	0.866933
2020 HEATING NEW PTFE LINE_0775.LAB	11/19/2020	15:40:24.585	-0.302054	2.143994	-0.014868	0.001624	0.087883	-0.117424	-0.217558	0.005854	0.220759	-0.087456	-0.004139	0.059925	-0.000742	-0.005696	-0.021646	-0.019115	-0.034894	0.108754	0.356856	-0.000290	192.097412	1.000401	2.143994	0.059925	-0.034894	0.087883	1.841940	0.059929	-0.004139	-0.302072	2.144119	1.842047	0.177751	3.393182	6.641269	84.392319	8.701863	-5.426373	0.000000	1133.369873	0.000293	1228.717773	0.866467
2020 HEATING NEW PTFE LINE_0776.LAB	11/19/2020	15:40:28.436	0.119906	1.415938	-0.003841	0.004615	-0.118692	0.058080	-0.269483	-0.001798	0.447861	-0.068326	0.004008	-0.009909	-0.000488	-0.038150	0.004766	-0.009278	0.061642	0.027684	-0.340009	0.006388	192.139801	1.000293	1.415938	-0.009909	0.061642	-0.118692	1.535843	-0.009909	0.004008	0.119904	1.415912	1.535816	-0.027997	3.391071	6.641026	84.512199	8.701863	-5.426373	0.000000	1133.370117	0.000321	954.675415	0.865162
2020 HEATING NEW PTFE LINE_0777.LAB	11/19/2020	15:40:32.677	-0.204054	0.419641	-0.079001	-0.003725	0.063737	0.230388	0.274763	-0.011162	-0.004034	-0.070705	0.001550	0.038578	0.012931	-0.025965	-0.037399	-0.002214	0.030564	-0.207344	0.181900	-0.001792	192.088928	1.000374	0.419641	0.038578	0.030564	0.063737	0.215587	0.038574	0.001550	-0.204031	0.419594	0.215563	0.077083	3.391038	6.640961	84.592117	8.781490	-5.426373	0.000000	1133.369385	0.000507	1002.401978	0.866056
2020 HEATING NEW PTFE LINE_0778.LAB	11/19/2020	15:40:36.320	0.111458	-0.325707	0.012863	-0.000055	-0.000431	0.383016	-0.504357	0.016002	0.125261	-0.047504	0.012221	-0.256896	-0.001574	-0.031404	0.014166	-0.002311	0.096021	0.150592	0.104478	0.000121	192.165237	1.000213	-0.325707	-0.256896	0.096021	-0.000431	-0.214250	-0.256937	0.012223	0.111476	-0.325760	-0.214284	0.067801	3.393139	6.641286	83.193565	8.781490	-5.421978	0.000000	1133.369263	0.000533	915.913086	0.866747
2020 HEATING NEW PTFE LINE_0779.LAB	11/19/2020	15:40:40.534	-0.025881	0.757374	0.015322	0.000258	0.006302	0.104505	0.636505	0.006418	0.296655	-0.002138	-0.006924	-0.252431	0.006405	-0.001958	0.006096	-0.017627	-0.001183	-0.115768	0.206189	0.002749	192.139801	1.000293	0.757374	-0.252431	-0.001183	0.006302	0.731493	-0.252447	-0.006925	-0.025882	0.757422	0.731540	0.097125	3.394990	6.641561	84.711990	8.746869	-5.421978	0.000000	1133.368896	0.000305	1063.511963	0.866088
2020 HEATING NEW PTFE LINE_0780.LAB	11/19/2020	15:40:44.182	0.322050	1.937552	-0.081295	-0.001137	0.231131	0.268552	-0.004280	-0.001669	0.031621	0.006330	0.002785	-0.023067	0.013422	-0.021542	0.070697	-0.022703	0.023713	-0.048449	0.173844	0.003070	192.165237	1.000401	1.937552	-0.023067	0.023713	0.231131	2.259602	-0.023066	0.002785	0.322044	1.937520	2.259564	0.093817	3.394490	6.641379	83.912819	8.746869	-5.417583	0.000000	1133.368408	0.000760	814.146912	0.866400
2020 HEATING NEW PTFE LINE_0781.LAB	11/19/2020	15:40:48.051	0.218248	0.770993	-0.005976	0.001726	-0.003957	-0.006453	-1.146713	-0.011429	-0.106662	0.007442	0.001043	-0.026433	0.002252	-0.027989	0.053754	-0.016502	0.085544	0.335289	0.487236	0.006851	192.139801	1.000213	0.770993	-0.026433	0.085544	-0.003957	0.989241	-0.026430	0.001043	0.218223	0.770905	0.989128	0.329179	3.391852	6.641021	84.791908	8.746869	-5.417583	0.000000	1133.368408	0.000455	827.951538	0.866126
2020 HEATING NEW PTFE LINE_0782.LAB	11/19/2020	15:40:51.980	-0.299818	0.146525	0.019835	0.003334	-0.053127	0.105092	-0.786775	-0.003709	-0.289577	0.045446	-0.001596	-0.161998	0.005939	0.013498	0.007609	-0.027051	0.082631	0.013176	0.266799	0.003894	192.114365	1.000374	0.146525	-0.161998	0.082631	-0.053127	-0.153292	-0.161992	-0.001595	-0.299806	0.146520	-0.153287	0.173037	3.390764	6.641336	83.872864	8.681090	-5.417583	0.000000	1133.366943	0.000631	992.787048	0.865109
2020 HEATING NEW PTFE LINE_0783.LAB	11/19/2020	15:40:55.942	-0.076893	-0.107299	0.035159	-0.000171	0.084023	0.241682	0.877668	0.002087	0.094319	-0.079934	0.005164	0.011310	-0.004259	-0.031082	0.074303	-0.006618	0.064183	-0.192251	0.419987	0.005476	192.139801	1.000293	-0.107299	0.011310	0.064183	0.084023	-0.184193	0.011310	0.005164	-0.076895	-0.107302	-0.184197	0.279306	3.391518	6.640787	83.393364	8.681090	-5.410989	0.000000	1133.367798	0.000690	720.785583	0.866119
2020 HEATING NEW PTFE LINE_0784.LAB	11/19/2020	15:40:59.865	-0.009808	0.142525	-0.037008	-0.000463	0.142405	0.050201	-0.790394	-0.009985	0.469072	-0.065774	-0.006977	0.041535	-0.001817	0.000122	-0.058793	-0.007915	0.097785	0.074566	0.153944	0.008490	192.165237	1.000133	0.142525	0.041535	0.097785	0.142405	0.132718	0.041531	-0.006977	-0.009807	0.142511	0.132704	0.095769	3.394777	6.641443	83.313446	8.636084	-5.410989	0.000000	1133.367432	0.000503	1267.184204	0.866522
2020 HEATING NEW PTFE LINE_0785.LAB	11/19/2020	15:41:03.752	-0.360262	0.374100	-0.103439	-0.002141	-0.042413	-0.134955	-0.908224	-0.004681	-0.024191	0.149103	0.003696	-0.028208	-0.003965	0.020192	0.022199	-0.011244	0.067328	0.227619	0.084935	0.005247	192.097412	1.000079	0.374100	-0.028208	0.067328	-0.042413	0.013838	-0.028206	0.003696	-0.360245	0.374082	0.013837	0.072935	3.396587	6.641397	84.751945	8.636084	-5.400000	0.000000	1133.365967	0.000488	1418.792847	0.866046
2020 HEATING NEW PTFE LINE_0786.LAB	11/19/2020	15:41:07.673	-0.016836	-0.023778	0.024700	0.001672	0.043269	0.277883	-0.138977	0.017102	0.075787	0.042028	0.015245	0.049900	0.002598	-0.020588	0.036055	-0.008923	-0.030084	0.398968	0.105859	0.001212	192.165237	1.000454	-0.023778	0.049900	-0.030084	0.043269	-0.040613	0.049908	0.015248	-0.016839	-0.023782	-0.040620	0.030670	3.396540	6.641449	84.791908	8.622235	-5.400000	0.000000	1133.365967	0.000181	904.107483	0.865859
2020 HEATING NEW PTFE LINE_0787.LAB	11/19/2020	15:41:11.919	0.166959	2.444069	-0.030967	-0.000936	0.089296	-0.034448	0.259021	-0.003185	0.123444	0.046677	0.004130	-0.065906	0.008718	0.029317	0.002797	-0.002487	0.024820	-0.149386	0.379070	0.002444	192.139801	1.000374	2.444069	-0.065906	0.024820	0.089296	2.611029	-0.065904	0.004130	0.166954	2.443992	2.610945	0.244580	3.394904	6.641036	84.711990	8.622235	-5.393406	0.000000	1133.365601	0.000389	1234.022949	0.865806
2020 HEATING NEW PTFE LINE_0788.LAB	11/19/2020	15:41:15.564	0.137739	0.882093	-0.038237	0.002220	-0.005153	-0.462592	-0.740573	0.007920	0.223833	-0.024186	0.010129	-0.059641	0.002857	-0.030828	-0.039020	-0.005303	0.027495	-0.033089	0.353830	0.000110	192.114365	1.000213	0.882093	-0.059641	0.027495	-0.005153	1.019832	-0.059645	0.010130	0.137750	0.882163	1.019913	0.188556	3.391371	6.640831	84.192528	8.618773	-5.393406	0.000000	1133.367310	0.000568	893.695007	0.866349
2020 HEATING NEW PTFE LINE_0789.LAB	11/19/2020	15:41:19.537	0.172920	-2.321776	-0.062041	-0.000656	-0.054597	0.337301	1.496151	-0.015020	-0.164930	0.172611	0.006753	-0.065468	0.008884	-0.043471	-0.001057	-0.009963	0.073814	-0.295189	-0.179386	-0.002193	192.165237	1.000374	-2.321776	-0.065468	0.073814	-0.054597	-2.148856	-0.065458	0.006752	0.172894	-2.321427	-2.148533	-0.030178	3.390135	6.639542	83.313446	8.618773	-5.380220	0.000000	1133.365479	0.000663	1281.949951	0.865450
2020 HEATING NEW PTFE LINE_0790.LAB	11/19/2020	15:41:23.368	-0.367398	1.434135	-0.039566	0.002020	-0.052182	-0.080858	-0.709226	-0.008178	0.033610	0.056901	-0.000119	0.022479	-0.005496	-0.023895	-0.065062	-0.004682	-0.027436	0.204092	-0.025972	0.000455	192.199158	1.000401	1.434135	0.022479	-0.027436	-0.052182	1.066738	0.022478	-0.000119	-0.367368	1.434018	1.066650	-0.042390	3.390734	6.639870	83.912819	8.618773	-5.380220	0.000000	1133.365723	0.000583	825.242371	0.864693
