Spectrum	Date	Time	Acetylene (1000) 191C	Benzene  191c	C4F6 150C	CF4 Low 150C	CH4 (250) 191C (1of2)	CO (500) 191C (1of2)	CO2 ppm 191c	Desflurane 150c	Ethane (500) 191C	Ethylene (100,3000) 191C	H2O% (40) 191C	HCl ppm (100) 191C	HEXAFLUOROETHANE 150C	HEXAFLUOROPROPYLENE 150C	HF ppm (10) 191C	Isoflurane 150c	N2O (100,200,300) 191C	NO (350,3000) 191C	Propane (100) 191C	TRIFLUOROMETHANE 150C	Temp (C)	Pressure (Atm)	NO2 wet	CO wet	CH4 wet	NH3 wet	NOx wet	CO dry	CO2% dry	NO dry	NO2 dry	NOx dry	HC (C3)	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
2020 HEATING NEW PTFE LINE_0325.LAB	11/19/2020	14:36:04.762	0.281935	1.155485	-0.107050	0.018675	2.309545	0.655001	454.442772	-0.027882	0.329231	0.062074	0.554160	0.056400	0.027306	0.009597	0.160972	-0.017092	0.171317	-0.378777	-0.314317	0.007808	192.139801	1.006238	1.155485	0.056400	0.171317	2.309545	1.437420	0.056384	0.554006	0.281856	1.155163	1.437019	0.079502	2.903625	6.336014	83.792946	8.663780	-5.498901	0.000000	1133.223145	0.000246	1034.114502	0.860687
2020 HEATING NEW PTFE LINE_0326.LAB	11/19/2020	14:36:08.510	0.094432	1.122909	0.032176	0.018301	2.202470	0.489988	454.556391	-0.007696	0.703371	-0.077461	0.546363	0.059482	0.035854	-0.043635	0.154887	-0.000885	0.251999	-0.408671	-0.459489	0.004859	192.114365	1.006158	1.122909	0.059483	0.251999	2.202470	1.217341	0.059479	0.546321	0.094425	1.122823	1.217247	0.095342	2.903244	6.335593	84.791908	8.663780	-5.498901	0.000000	1133.224243	0.000257	1013.695557	0.860574
2020 HEATING NEW PTFE LINE_0327.LAB	11/19/2020	14:36:12.601	0.176652	-1.606671	-0.042325	0.016569	2.244587	0.678818	453.131184	-0.018470	0.284542	0.068465	0.551498	0.014654	0.025543	-0.036125	0.127822	-0.025412	0.084033	-0.465750	-0.072069	0.004889	192.038055	1.006399	-1.606671	0.014654	0.084033	2.244587	-1.430019	0.014652	0.551396	0.176619	-1.606374	-1.429755	0.027550	2.906266	6.335714	85.111572	8.663780	-5.496703	0.000000	1133.225708	0.000354	1188.443726	0.861061
2020 HEATING NEW PTFE LINE_0328.LAB	11/19/2020	14:36:16.695	0.323902	-1.808120	-0.070617	0.020610	2.023676	0.517091	454.052057	-0.019566	0.342227	0.082037	0.550376	0.280190	0.028448	0.048569	0.160490	-0.000739	0.254081	-0.177415	0.065361	0.002880	192.038055	1.006318	-1.808120	0.280190	0.254081	2.023676	-1.484218	0.280135	0.550268	0.323839	-1.807766	-1.483927	0.195131	2.908775	6.335962	85.311371	8.708787	-5.496703	0.000000	1133.226685	0.000289	1008.771179	0.862235
2020 HEATING NEW PTFE LINE_0329.LAB	11/19/2020	14:36:20.334	0.313217	0.190418	-0.093821	0.015943	2.232685	0.658126	456.810247	-0.029376	0.657397	-0.009335	0.555936	0.025858	0.036677	-0.008458	0.198323	0.017909	0.234461	-0.212841	-0.257340	0.001825	192.063492	1.006506	0.190418	0.025862	0.234461	2.232685	0.503635	0.025854	0.555773	0.313125	0.190363	0.503487	0.116664	2.910719	6.335752	84.552155	8.708787	-5.490110	0.000000	1133.226440	0.000213	937.566223	0.861426
2020 HEATING NEW PTFE LINE_0330.LAB	11/19/2020	14:36:24.191	0.110575	-1.269349	-0.058157	0.015410	2.163268	0.621970	458.100891	-0.023101	0.517379	-0.132960	0.541345	0.116764	0.028062	-0.023279	0.192811	-0.008932	0.268462	-0.126167	-0.642626	0.001616	192.139801	1.005917	-1.269349	0.116764	0.268462	2.163268	-1.158774	0.116737	0.541220	0.110550	-1.269056	-1.158506	0.132148	2.909146	6.335526	84.632072	8.784952	-5.490110	0.000000	1133.226807	0.000453	1124.938477	0.861526
2020 HEATING NEW PTFE LINE_0331.LAB	11/19/2020	14:36:28.315	0.279734	-1.644808	-0.033231	0.015712	2.046170	0.474931	454.584778	-0.018810	0.432836	-0.108990	0.547723	0.134907	0.030702	-0.025360	0.154024	0.001669	0.334454	-0.298072	-0.291870	0.011379	192.088928	1.006077	-1.644808	0.134907	0.334454	2.046170	-1.365074	0.134882	0.547620	0.279682	-1.644499	-1.364817	0.127248	2.906443	6.334675	84.232491	8.784952	-5.494505	0.000000	1133.228516	0.000129	1163.125610	0.860988
2020 HEATING NEW PTFE LINE_0332.LAB	11/19/2020	14:36:32.054	0.357941	-0.665412	-0.038308	0.015185	2.187566	0.665191	456.801992	-0.013531	0.224239	0.060400	0.555132	0.062535	0.037536	0.029323	0.128605	-0.006183	0.188592	-0.396767	-0.177272	0.002586	192.088928	1.005917	-0.665412	0.062545	0.188592	2.187566	-0.307471	0.062537	0.555057	0.357892	-0.665322	-0.307430	0.086651	2.902847	6.334418	83.952782	8.722635	-5.494505	0.000000	1133.227295	0.000268	1586.235107	0.860269
2020 HEATING NEW PTFE LINE_0333.LAB	11/19/2020	14:36:36.004	-0.237281	-1.951999	-0.081653	0.021731	2.250311	0.926001	456.298229	-0.030578	0.328981	0.000299	0.552019	0.212438	0.027198	-0.027206	0.131593	-0.000317	0.216380	-0.557996	-0.221879	0.003045	192.088928	1.006077	-1.951999	0.212438	0.216380	2.250311	-2.189280	0.212374	0.551851	-0.237209	-1.951402	-2.188611	0.070752	2.902306	6.333812	83.912819	8.722635	-5.494505	0.000000	1133.229004	0.000386	990.280518	0.860636
2020 HEATING NEW PTFE LINE_0334.LAB	11/19/2020	14:36:40.054	0.463532	-0.896398	-0.069276	0.017877	2.083739	0.948391	456.860295	-0.001811	0.417609	0.197375	0.544446	0.144587	0.026264	-0.005700	0.089560	-0.042060	0.265826	-0.352641	-0.310580	0.011698	192.012619	1.005756	-0.896398	0.144587	0.265826	2.083739	-0.432866	0.144585	0.544436	0.463524	-0.896382	-0.432859	0.076116	2.906231	6.334178	84.711990	8.705325	-5.496703	0.000000	1133.230103	0.000309	909.545959	0.859998
2020 HEATING NEW PTFE LINE_0335.LAB	11/19/2020	14:36:43.816	-0.007218	-0.778559	-0.033796	0.018088	2.282691	0.688673	457.734925	-0.029636	0.647799	-0.045369	0.547470	0.172982	0.030285	0.021540	0.173907	-0.009602	0.196441	-0.339596	-0.166008	0.007521	191.961746	1.006720	-0.778559	0.172982	0.196441	2.282691	-0.785777	0.172930	0.547308	-0.007216	-0.778328	-0.785544	0.104448	2.910566	6.334770	85.071617	8.705325	-5.496703	0.000000	1133.231689	0.000082	876.822510	0.861306
2020 HEATING NEW PTFE LINE_0336.LAB	11/19/2020	14:36:47.738	0.156589	-1.790511	0.117687	0.017813	2.166711	0.688513	454.804738	-0.002612	0.349030	-0.054967	0.549849	0.023347	0.036139	-0.014393	0.143850	-0.007603	0.308514	-0.612296	-0.293313	0.006174	192.038055	1.006238	-1.790511	0.023349	0.308514	2.166711	-1.633922	0.023348	0.549835	0.156585	-1.790464	-1.633880	0.113549	2.912479	6.334913	84.392319	8.681090	-5.492308	0.000000	1133.232178	0.000223	1037.579590	0.862364
2020 HEATING NEW PTFE LINE_0337.LAB	11/19/2020	14:36:51.661	0.107127	-1.351910	0.020543	0.019451	2.205204	1.118902	455.265892	-0.024758	0.382337	-0.060704	0.546860	-0.019412	0.031968	-0.038912	0.111453	-0.009591	0.251969	-0.286997	-0.087389	0.004376	192.063492	1.006158	-1.351910	-0.019412	0.251969	2.205204	-1.244782	-0.019407	0.546725	0.107101	-1.351575	-1.244474	0.083527	2.911989	6.334555	84.991699	8.681090	-5.492308	0.000000	1133.231323	0.000281	869.510132	0.861336
2020 HEATING NEW PTFE LINE_0338.LAB	11/19/2020	14:36:55.629	-0.241570	-0.591048	-0.040840	0.022177	2.184673	0.770192	456.943953	-0.012786	0.660237	0.094689	0.544107	0.236975	0.029042	-0.019671	0.185842	-0.012155	0.252668	-0.398086	-0.066725	0.008091	191.961746	1.005756	-0.591048	0.236975	0.252668	2.184673	-0.832618	0.236945	0.544037	-0.241539	-0.590973	-0.832512	0.124719	2.909643	6.333948	85.111572	8.681090	-5.481318	0.000000	1133.233398	0.000092	851.700073	0.860435
2020 HEATING NEW PTFE LINE_0339.LAB	11/19/2020	14:36:59.881	-0.116610	0.198372	-0.067008	0.018299	1.886904	0.520817	454.916760	-0.035766	0.359409	0.052051	0.541745	0.146531	0.030398	-0.000249	0.197742	-0.003550	0.254969	-0.056274	-0.193195	0.009685	192.012619	1.006479	0.198372	0.146531	0.254969	1.886904	0.081762	0.146478	0.541552	-0.116568	0.198301	0.081733	0.125571	2.906744	6.332500	83.832901	8.733022	-5.481318	0.000000	1133.235474	0.000215	938.562256	0.861738
2020 HEATING NEW PTFE LINE_0340.LAB	11/19/2020	14:37:03.520	0.466067	0.253574	-0.043257	0.018028	2.380993	1.044124	454.877846	-0.031869	0.465892	0.020447	0.552424	-0.065792	0.038683	-0.014747	0.081758	0.002381	0.293676	-0.500684	-0.390467	0.004031	191.987183	1.006158	0.253574	-0.065760	0.293676	2.380993	0.719641	-0.065739	0.552248	0.465918	0.253493	0.719412	0.093069	2.903212	6.331744	84.831863	8.733022	-5.479121	0.000000	1133.235718	0.000489	1062.201538	0.860893
2020 HEATING NEW PTFE LINE_0341.LAB	11/19/2020	14:37:07.362	-0.024784	-2.595715	-0.047503	0.013878	2.453718	0.595402	455.974841	-0.003081	0.722508	0.025022	0.549000	0.204397	0.023552	-0.002851	0.179378	-0.006311	0.268762	-0.487923	-0.148049	0.007062	192.097412	1.005863	-2.595715	0.204397	0.268762	2.453718	-2.620499	0.204391	0.548984	-0.024783	-2.595635	-2.620418	0.123570	2.902611	6.331567	84.991699	8.708787	-5.479121	0.000000	1133.236206	0.000099	1018.309021	0.860410
2020 HEATING NEW PTFE LINE_0342.LAB	11/19/2020	14:37:11.281	0.103861	0.842560	-0.011460	0.019511	2.096217	0.854475	454.424796	-0.026736	0.534026	-0.023708	0.548649	0.025457	0.036512	-0.009409	0.140057	-0.008665	0.350931	-0.019860	-0.076158	0.011070	192.038055	1.005836	0.842560	0.025460	0.350931	2.096217	0.946421	0.025453	0.548502	0.103833	0.842335	0.946168	0.147684	2.906304	6.332377	84.072655	8.708787	-5.483517	0.000000	1133.236938	0.000401	976.835510	0.861587
2020 HEATING NEW PTFE LINE_0343.LAB	11/19/2020	14:37:15.205	-0.048199	-1.893640	-0.084586	0.020064	2.175870	0.894073	455.633041	-0.032592	0.506800	0.053511	0.549347	0.005226	0.032137	-0.021346	0.072999	-0.010739	0.279543	-0.537452	-0.000789	0.001679	192.038055	1.006318	-1.893640	0.005226	0.279543	2.175870	-1.941839	0.005224	0.549168	-0.048184	-1.893023	-1.941207	0.109392	2.911099	6.333528	83.832901	8.750332	-5.483517	0.000000	1133.238037	0.000336	1037.884766	0.862106
2020 HEATING NEW PTFE LINE_0344.LAB	11/19/2020	14:37:19.173	0.305823	-0.033158	-0.000178	0.018012	2.389241	0.876756	454.680286	-0.051454	0.676948	0.034856	0.546837	0.042003	0.021578	0.013530	0.126821	0.001024	0.293716	-0.393869	0.066482	-0.001047	192.012619	1.006318	-0.033158	0.042003	0.293716	2.389241	0.272665	0.041981	0.546556	0.305666	-0.033141	0.272525	0.177347	2.912902	6.332742	84.392319	8.750332	-5.483517	0.000000	1133.239624	0.000220	1287.969604	0.862290
2020 HEATING NEW PTFE LINE_0345.LAB	11/19/2020	14:37:23.053	0.319710	0.654320	-0.026888	0.019779	2.272896	0.696112	453.323057	-0.027300	0.476583	-0.034057	0.547429	0.125568	0.032439	0.006430	0.178526	0.008821	0.383978	-0.547882	0.069184	0.005182	192.029572	1.006720	0.654320	0.125568	0.383978	2.272896	0.974030	0.125534	0.547279	0.319623	0.654141	0.973764	0.232854	2.912377	6.332397	85.031654	8.705325	-5.483517	0.000000	1133.239624	0.000286	973.766235	0.861214
2020 HEATING NEW PTFE LINE_0346.LAB	11/19/2020	14:37:26.978	0.314582	-0.480520	-0.001691	0.017443	2.155421	0.789403	455.602101	-0.008601	0.042794	0.010027	0.541631	0.237023	0.019532	-0.010209	0.205930	-0.008198	0.357855	-0.108430	0.009265	0.001575	192.038055	1.006238	-0.480520	0.237023	0.357855	2.155421	-0.165938	0.237003	0.541584	0.314555	-0.480479	-0.165924	0.196021	2.909373	6.331284	85.151535	8.705325	-5.483517	0.000000	1133.241577	0.000258	1029.957642	0.861877
2020 HEATING NEW PTFE LINE_0347.LAB	11/19/2020	14:37:30.906	0.147001	-0.768543	-0.011402	0.015883	2.247287	0.667867	454.360718	-0.034085	0.489887	0.063870	0.557459	0.164856	0.028034	-0.004162	0.145662	-0.010483	0.248155	-0.397546	-0.201681	0.001155	192.038055	1.006158	-0.768543	0.164856	0.248155	2.247287	-0.621543	0.164799	0.557269	0.146951	-0.768282	-0.621331	0.094534	2.906133	6.330331	83.792946	8.705325	-5.483517	0.000000	1133.242676	0.000123	1111.662964	0.861205
2020 HEATING NEW PTFE LINE_0348.LAB	11/19/2020	14:37:34.846	0.086638	-1.907306	0.070012	0.015538	2.304772	0.860816	454.144018	0.000301	0.508339	-0.061548	0.544666	0.090470	0.029812	-0.047278	0.155371	-0.010629	0.280205	-0.368814	-0.046281	0.007542	192.114365	1.006399	-1.907306	0.090470	0.280205	2.304772	-1.820667	0.090470	0.544668	0.086639	-1.907312	-1.820673	0.116967	2.904554	6.329597	83.713028	8.712249	-5.483517	0.000000	1133.243652	0.000495	1403.184204	0.861172
2020 HEATING NEW PTFE LINE_0349.LAB	11/19/2020	14:37:39.094	0.154972	-0.474636	-0.115025	0.018374	2.302078	0.655672	453.254630	0.005384	-0.071909	-0.032745	0.551137	0.197228	0.023959	-0.023529	0.217210	-0.020256	0.220926	-0.223050	-0.313320	0.007262	192.088928	1.006238	-0.474636	0.197228	0.220926	2.302078	-0.319664	0.197239	0.551167	0.154981	-0.474662	-0.319681	0.104357	2.907495	6.330370	83.713028	8.712249	-5.481318	0.000000	1133.243774	0.000351	987.225769	0.861345
2020 HEATING NEW PTFE LINE_0350.LAB	11/19/2020	14:37:42.731	0.212472	-0.707589	-0.058074	0.016523	2.241997	0.431148	454.895430	-0.024633	0.338538	-0.050999	0.546802	0.060159	0.037343	-0.046552	0.141783	0.004342	0.300293	-0.282369	-0.124297	0.010639	192.139801	1.005917	-0.707589	0.060167	0.300293	2.241997	-0.495117	0.060152	0.546667	0.212420	-0.707415	-0.494995	0.110117	2.912214	6.331255	84.472237	8.750332	-5.481318	0.000000	1133.244385	0.000527	1024.971924	0.861926
2020 HEATING NEW PTFE LINE_0351.LAB	11/19/2020	14:37:46.598	-0.095562	-0.541623	-0.054397	0.018995	2.091388	0.597078	455.630437	-0.018991	0.994343	0.017147	0.554450	0.125095	0.037366	-0.026118	0.133479	-0.004361	0.316991	-0.330654	-0.292608	0.010450	192.029572	1.005863	-0.541623	0.125103	0.316991	2.091388	-0.637186	0.125079	0.554345	-0.095544	-0.541521	-0.637065	0.110580	2.915508	6.330917	84.871826	8.750332	-5.485714	0.000000	1133.245728	0.000252	1198.835571	0.862484
2020 HEATING NEW PTFE LINE_0352.LAB	11/19/2020	14:37:50.862	0.209613	-0.364271	-0.088545	0.017051	2.031086	0.898679	454.767495	-0.021422	0.313213	0.070551	0.556295	-0.031452	0.040145	0.006002	0.182900	-0.003608	0.309446	-0.331266	-0.256563	-0.000876	192.038055	1.006158	-0.364271	-0.031310	0.309446	2.031086	-0.154658	-0.031303	0.556176	0.209568	-0.364193	-0.154625	0.136507	2.915541	6.330495	83.832901	8.722635	-5.485714	0.000000	1133.246948	0.000365	1192.067383	0.862114
2020 HEATING NEW PTFE LINE_0353.LAB	11/19/2020	14:37:54.783	0.275577	0.054185	-0.004210	0.021214	2.109839	0.739882	455.714237	-0.013498	0.396675	-0.025218	0.542522	0.074426	0.038154	-0.016859	0.209763	0.005007	0.318796	-0.144886	-0.050665	0.008633	192.012619	1.005676	0.054185	0.074445	0.318796	2.109839	0.329762	0.074434	0.542449	0.275540	0.054178	0.329718	0.169496	2.912923	6.329705	83.912819	8.722635	-5.498901	0.000000	1133.247192	0.000184	1304.203003	0.862386
2020 HEATING NEW PTFE LINE_0354.LAB	11/19/2020	14:37:58.464	0.052058	-0.733059	-0.018319	0.019692	2.087424	0.847548	455.222684	-0.004452	0.620834	-0.042946	0.556637	0.079549	0.037501	-0.016377	0.095073	0.007729	0.186491	-0.118373	-0.247440	0.004193	191.987183	1.006318	-0.733059	0.079558	0.186491	2.087424	-0.681001	0.079554	0.556613	0.052056	-0.733026	-0.680971	0.054388	2.909279	6.329026	84.831863	8.715711	-5.498901	0.000000	1133.247803	0.000185	1106.696655	0.861236
2020 HEATING NEW PTFE LINE_0355.LAB	11/19/2020	14:38:02.335	-0.004963	1.351490	0.009862	0.015132	2.199414	0.693120	453.974633	-0.003865	0.743940	0.048141	0.544814	0.086785	0.038171	-0.036553	0.062100	-0.011924	0.267229	-0.568447	-0.113796	0.008416	192.012619	1.006238	1.351490	0.086804	0.267229	2.199414	1.346527	0.086801	0.544793	-0.004963	1.351438	1.346475	0.070679	2.906176	6.327449	84.951744	8.715711	-5.498901	0.000000	1133.249023	0.000480	1019.516907	0.861319
2020 HEATING NEW PTFE LINE_0356.LAB	11/19/2020	14:38:06.384	0.486683	0.171389	-0.011474	0.017936	2.337529	1.237319	454.842500	-0.007786	0.604797	-0.054750	0.551560	0.043147	0.032726	-0.035596	0.168293	-0.010767	0.286169	-0.344670	-0.027584	0.013332	191.987183	1.006639	0.171389	0.043147	0.286169	2.337529	0.658072	0.043144	0.551517	0.486645	0.171376	0.658021	0.136072	2.903418	6.326972	85.231453	8.784952	-5.503297	0.000000	1133.249878	0.000357	980.962158	0.861936
2020 HEATING NEW PTFE LINE_0357.LAB	11/19/2020	14:38:10.143	-0.091531	-1.794186	0.031928	0.018915	2.262351	0.798087	454.147947	-0.033068	0.347177	0.013421	0.542656	0.084049	0.026043	-0.022278	0.203189	-0.002849	0.294535	-0.707616	-0.299414	0.003698	192.063492	1.006077	-1.794186	0.084049	0.294535	2.262351	-1.885717	0.084021	0.542476	-0.091500	-1.793593	-1.885093	0.129229	2.905191	6.326859	84.392319	8.784952	-5.503297	0.000000	1133.251953	0.000171	1203.399536	0.861192
2020 HEATING NEW PTFE LINE_0358.LAB	11/19/2020	14:38:14.404	0.296320	-1.598345	0.045399	0.017488	2.166631	0.988871	454.739231	-0.001859	0.525551	-0.013632	0.553411	0.038263	0.035748	-0.015221	0.103883	-0.011622	0.224916	-0.285866	0.076421	0.013587	192.063492	1.006399	-1.598345	0.038265	0.224916	2.166631	-1.302025	0.038264	0.553401	0.296314	-1.598315	-1.302000	0.137154	2.909197	6.326699	83.872864	8.784952	-5.503297	0.000000	1133.253296	0.000506	1181.469971	0.862535
2020 HEATING NEW PTFE LINE_0359.LAB	11/19/2020	14:38:18.068	0.412613	-1.939430	-0.092206	0.017851	2.090089	0.834366	454.275917	-0.035009	0.149162	0.012607	0.552314	0.040485	0.039119	-0.021650	0.122731	0.006093	0.319413	-0.030495	-0.123660	0.009519	192.012619	1.006238	-1.939430	0.040535	0.319413	2.090089	-1.526817	0.040521	0.552120	0.412469	-1.938751	-1.526282	0.120210	2.913052	6.327539	84.352364	8.798800	-5.503297	0.000000	1133.253418	0.000244	1266.915039	0.861951
2020 HEATING NEW PTFE LINE_0360.LAB	11/19/2020	14:38:21.957	0.250457	-0.760913	-0.038960	0.021153	2.158098	0.585027	455.135119	-0.025545	0.558556	0.015744	0.551584	-0.068691	0.034624	-0.023715	0.130866	0.005827	0.313032	-0.385417	-0.160616	-0.002162	191.987183	1.005917	-0.760913	-0.068691	0.313032	2.158098	-0.510456	-0.068673	0.551443	0.250393	-0.760718	-0.510326	0.110815	2.914964	6.327879	83.872864	8.798800	-5.507692	0.000000	1133.253418	0.000177	1160.813599	0.862565
2020 HEATING NEW PTFE LINE_0361.LAB	11/19/2020	14:38:26.179	0.301011	0.645260	-0.067106	0.016588	2.179096	0.860200	455.667710	-0.017688	0.635029	0.115365	0.560295	0.150568	0.040376	-0.017841	0.221877	-0.003870	0.302667	-0.411796	-0.321715	0.013561	191.995651	1.005970	0.645260	0.150748	0.302667	2.179096	0.946271	0.150721	0.560196	0.300958	0.645146	0.946104	0.146589	2.913871	6.327260	83.832901	8.781490	-5.507692	0.000000	1133.254883	0.000406	1087.721558	0.862286
2020 HEATING NEW PTFE LINE_0362.LAB	11/19/2020	14:38:29.840	0.228529	-0.914163	0.024071	0.020561	2.274696	0.797264	455.320966	-0.007047	0.712184	-0.010064	0.550852	0.083343	0.035889	0.016450	0.147201	-0.011191	0.347113	-0.294034	-0.193255	0.009642	192.063492	1.006077	-0.914163	0.083345	0.347113	2.274696	-0.685634	0.083339	0.550813	0.228513	-0.914098	-0.685586	0.145190	2.911352	6.326239	83.713028	8.781490	-5.509890	0.000000	1133.256226	0.000281	1374.679565	0.861918
2020 HEATING NEW PTFE LINE_0363.LAB	11/19/2020	14:38:33.689	0.226586	0.953093	-0.011454	0.014917	2.156814	0.722591	455.073491	-0.019575	0.708797	-0.084943	0.551872	-0.007550	0.033879	-0.028995	0.239902	-0.008706	0.233404	-0.567881	-0.091825	0.008766	192.063492	1.005836	0.953093	-0.007550	0.233404	2.156814	1.179679	-0.007548	0.551764	0.226542	0.952907	1.179449	0.132946	2.907427	6.324948	84.032700	8.767642	-5.509890	0.000000	1133.257080	0.000349	1260.964722	0.861708
2020 HEATING NEW PTFE LINE_0364.LAB	11/19/2020	14:38:37.613	-0.098429	0.061639	0.036920	0.013982	2.084890	0.838479	453.098179	-0.009058	0.410953	-0.155531	0.543127	0.120774	0.029789	0.004808	0.184244	-0.010181	0.359168	-0.395559	0.201229	0.011706	192.038055	1.005756	0.061639	0.120774	0.359168	2.084890	-0.036789	0.120763	0.543078	-0.098420	0.061634	-0.036786	0.293223	2.904744	6.324544	83.952782	8.767642	-5.509890	0.000000	1133.258301	0.000167	1244.685791	0.861460
2020 HEATING NEW PTFE LINE_0365.LAB	11/19/2020	14:38:41.645	-0.175659	-0.274334	-0.020654	0.017318	2.292726	0.544465	454.203644	-0.013687	0.405077	0.014002	0.539497	0.021012	0.040729	-0.042733	0.082035	-0.009111	0.364543	-0.279063	-0.118236	0.012588	192.063492	1.006158	-0.274334	0.021271	0.364543	2.292726	-0.449993	0.021268	0.539423	-0.175635	-0.274297	-0.449932	0.112003	2.904567	6.323946	85.351326	8.805724	-5.518682	0.000000	1133.259399	0.000268	1230.691528	0.861975
2020 HEATING NEW PTFE LINE_0366.LAB	11/19/2020	14:38:45.503	0.247471	-1.083670	-0.064118	0.021083	2.104015	0.774772	454.968598	-0.019732	0.437372	0.056855	0.544511	0.022597	0.029123	-0.044890	0.092985	0.005775	0.225044	-0.343740	-0.438488	0.010183	192.063492	1.005997	-1.083670	0.022597	0.225044	2.104015	-0.836199	0.022592	0.544403	0.247422	-1.083457	-0.836034	0.065949	2.907458	6.324367	84.911781	8.805724	-5.512088	0.000000	1133.259766	0.000386	1102.682983	0.862034
2020 HEATING NEW PTFE LINE_0367.LAB	11/19/2020	14:38:49.386	-0.091828	-0.804140	0.090255	0.014158	2.262712	1.167124	454.226869	-0.034913	0.499269	0.180920	0.551919	0.018076	0.028960	-0.005481	0.176700	0.002240	0.150950	-0.300059	-0.047358	0.002745	192.029572	1.006720	-0.804140	0.018076	0.150950	2.262712	-0.895968	0.018069	0.551727	-0.091796	-0.803860	-0.895656	0.096934	2.911394	6.324516	85.231453	8.805724	-5.512088	0.000000	1133.260620	0.000250	1009.867187	0.861843
2020 HEATING NEW PTFE LINE_0368.LAB	11/19/2020	14:38:53.646	0.046281	-0.060986	-0.053222	0.020503	2.226811	0.642875	458.394287	-0.044995	0.470743	0.163414	0.543243	-0.029511	0.026704	-0.016116	0.149907	-0.011675	0.451310	-0.289083	-0.222189	0.011622	192.038055	1.006318	-0.060986	-0.029511	0.451310	2.226811	-0.014704	-0.029498	0.542999	0.046261	-0.060958	-0.014698	0.168448	2.912856	6.323319	83.872864	8.784952	-5.512088	0.000000	1133.262817	0.000156	1664.548584	0.862550
2020 HEATING NEW PTFE LINE_0369.LAB	11/19/2020	14:38:57.318	-0.017790	1.881020	-0.098994	0.018523	2.332706	0.812803	456.423344	-0.037180	0.457068	0.019831	0.549453	0.117078	0.038772	-0.018305	0.165666	-0.003802	0.145743	-0.557791	-0.401491	0.013098	192.012619	1.006399	1.881020	0.117113	0.145743	2.332706	1.863230	0.117070	0.549249	-0.017784	1.880321	1.862537	0.069550	2.912762	6.322709	84.512199	8.784952	-5.496703	0.000000	1133.263916	0.000145	1264.458252	0.862013
2020 HEATING NEW PTFE LINE_0370.LAB	11/19/2020	14:39:01.199	0.189654	-0.406379	-0.011357	0.018741	2.241578	0.917665	455.539744	-0.028493	0.135686	-0.020235	0.549186	0.265250	0.031654	-0.002772	0.156075	-0.005074	0.200964	-0.316888	-0.404627	0.008739	192.038055	1.006077	-0.406379	0.265250	0.200964	2.241578	-0.216725	0.265174	0.549029	0.189600	-0.406263	-0.216663	0.091022	2.910536	6.322252	84.632072	8.753794	-5.496703	0.000000	1133.264282	0.000291	1217.266357	0.861664
